"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Brazil","BRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","188463862170.398","204671754317.052","218180090101.977","219489170642.589","226951802444.437","232398645703.104","247969354965.212","258384067873.751","283705706525.378","310657748645.289","342966154504.399","381868537872.879","427464970641.338","487176363095.81","526900425028.37","554123521012.024","610960688344.948","641107493085.333","672969879569.773","718459683182.517","784557974035.307","751214260138.81","757449338497.958","735256072879.968","774959900815.486","835794253029.505","898395242581.413","930108594644.536","929550529487.75","958924326219.565","917211118029.012","926678475666.292","921636677088.89","967024426395.984","1023623112443.65","1066858840298.13","1090424301689.88","1127442527329.51","1131254386851.73","1136547951100.23","1186419100640.61","1202909097020.67","1239639467497.76","1253781634016.71","1325999012757.63","1368459252277.73","1422677453370.7","1509032133942.18","1585905180197","1583909921137.42","1703150236756.78","1770840632844.1","1804861597828.48","1859094488272.12","1868463501662.3","1802212206814.5","1743173232416.64","1766233131666.66","1797736844969.16","1819683217699.38","1760056587795.46","1843881119920.2","1899505377558.02","1961080794855.6","2027676479714.69",
"Barbados","BRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1704405287.93316","1835585348.84254","2001903306.37179","1900238226.86018","1995342789.16311","2223507114.24316","2312522358.62799","2558485385.12009","2735579172.20184","2941251087.84405","3220946506.77531","3346973203.50485","3389606970.67261","3435051445.70234","3275292656.43327","3213062095.87106","3353158383.13823","3475287310.84287","3644774963.8817","3932457348.5923","4104426257.16012","4026452354.8613","3829118402.12045","3848311978.07093","3986865604.46344","4030650949.60047","4236382091.81966","4346145354.28646","4498494363.39339","4660440160.47555","4506291753.62327","4330550570.02071","4084033070.79495","4116422240.49035","4199194540.60604","4283766241.84305","4454109194.57635","4665238572.72611","4839180327.70204","4855374937.79387","5071302668.44555","4951342795.64428","4990329769.45117","5098893435.15078","5170869328.53859","5375400852.08861","5701717045.14943","5820266225.84265","5857135318.66646","5563266710.20276","5439889540.40666","5400100308.35573","5383181191.92017","5328790506.40994","5333181721.68845","5288057750","5382816060.91822","5389730072.92036","5326451133.48749","5361210776.86546","4554114648.02364","4542503209.52524","5352561584.79213","5571685827.33474","5783409906.54532",
"Brunei Darussalam","BRN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","9912272227.91729","9848309169.94229","11904058996.8193","13086612365.6637","14005179257.8736","17413814222.9699","15723288076.0936","12203657713.4964","12484528553.6151","12534388933.9901","12236497439.3579","11880752592.0761","11238334123.9565","11472489785.516","11296288038.4895","10988327004.5369","11278756570.9584","11607042399.1828","11244830849.2983","11173577997.5312","11284501978.3985","11436537376.5575","11433413457.7841","12158742942.4515","11349316035.5518","11832878891.6485","12244033124.2164","12423538058.8336","12915688955.2488","13378513489.2322","13392499178.5515","13391973497.6844","13940831828.212","13416151408.817","12892826139.0708","12647829712.4652","12994552805.373","13481121670.6159","13604222554.7176","13315162321.2607","12981233067.5755","12930296852.4882","12609894729.6867","12777445744.2444","12784137427.3154","13278735782.1319","13429259999.6183","13215632370.1015","13000438059.9791","13147036744.6471","13699261291.4929",
"Bhutan","BTN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","126311212.051553","129692690.12441","131201349.548041","133126190.949982","139993192.572191","135363168.738005","147484467.111233","159137560.782369","170478518.081892","178646088.218144","187593999.442569","215962517.145629","223391139.340414","246693104.693754","257934068.232727","268325027.287451","298893144.602371","385734526.793258","404123930.550951","433849538.315426","478896647.442211","476943344.281171","498886988.870284","508796713.190136","533989801.395013","571764867.157183","603584570.491821","636020230.797729","673634664.004838","727417465.574037","751822818.964787","806919209.637853","891192074.385711","960585283.615957","1010125138.87137","1080178039.16497","1141108777.66963","1324881877.57243","1384891723.57233","1491078191.02509","1668991759.59852","1810676784.15218","1904194983.13207","1937258289.82484","2051190106.33281","2187815803.36833","2373253832.39027","2422779966.72395","2507622616.54362","2651940022.25787","2380954251.4208","2486224986.25084","2615853471.18587","2743574974.83879","",
"Botswana","BWA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","203297646.310888","216193392.770107","230606288.144643","244260590.446339","260949209.017402","276120678.761373","293637827.376465","311034576.440118","343901775.878978","395911433.315038","463692530.432643","583423075.814774","737224722.544914","894277062.41177","972953726.998367","1055131834.82994","1167475696.06134","1307713344.76305","1495145303.78854","1676784360.54518","1877778848.23491","2047996824.33982","2297146530.42091","2599146160.6333","2821253171.4171","3022275113.05842","3269283371.12699","3657737271.88202","4369166056.00913","4939753185.09045","5274313873.08845","5667709608.2008","5833040675.49628","5944807979.21822","6160480628.0856","6593587689.50958","6977980665.54234","7558959721.65963","7592496073.43073","8326480944.19697","8491986059.02571","8513264763.90086","9029979997.34259","9447697367.92895","9703335214.03812","10145481816.2871","10994036837.1472","11630872553.1126","12009117014.1882","10310519328.3503","11353915358.3593","12130342698.4549","12109617144.6873","13454136659.5295","14220638228.6159","13530748844.505","14505561464.3559","15102375175.2916","15734967214.9686","16212015760.8999","14796887968.598","16560125447.6096","17468616755.5627","18029021881.095","17489977781.8862",
"Central African Republic","CAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","980371513.739357","1028934744.09243","990722163.67209","983717651.45014","1004182171.74198","1013697588.23369","1020233745.25506","1067946130.32709","1082941302.66553","1159738545.69334","1186793864.44662","1200207036.99646","1200196629.10311","1222867622.78433","1300385612.42636","1305652006.45951","1376581799.61343","1428977736.69122","1446257441.61914","1410605202.96195","1347429290.3509","1326618707.6053","1428977736.69122","1312851666.6817","1437332673.07483","1493779882.6376","1547227016.94335","1470809662.02268","1495962938.26696","1525542171.15668","1492780724.87637","1484532469.39956","1389164942.66891","1393822474.94131","1462119071.07866","1567392310.30149","1504695160.78436","1584443041.5758","1658914120.44075","1718634612.46088","1675850364.88825","1750672710.15363","1813986527.35151","1716076872.67107","1818953694.45096","1835473623.16461","1923045637.77901","2011650635.80801","2052972574.3655","2229266675.80904","2332499967.93604","2430339369.3364","2553162918.71416","1624016454.05115","1625333052.55944","1695825714.19282","1776382808.69192","1856804600.57752","1927167163.54408","1986909345.61394","2004791529.66202","2024497026.49048","2033686256.58477","2047921417.53104","2079451880.73432",
"Canada","CAN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","276385630513.781","285128514178.801","306307396491.077","322533846696.257","344001699477.798","365732975014.496","390455390791.7","402424491586.369","422579012939.505","443991228283.505","456950058304.556","475314173273.544","501549947377.327","535297444515.971","553271533661.592","561821810346.389","594909046618.083","615938049878.263","638949349984.255","662751487920.784","677180908099.146","700307077507.406","678134303427.615","695509823946.992","736534953603.51","771429628794.319","787795360513.545","819874511601.366","856037856338.157","876046283888.822","877824201198.45","859468413488.409","867121689041.978","890167242138.095","930171796810.659","955122057479.248","971253698681.489","1012824977387.95","1052253104641.38","1106349473970.81","1163199675162.51","1185010810251.65","1220552310378.31","1242600185731.73","1281025904587.38","1322152656986.39","1357030300367.79","1384848127424.16","1398632992945.77","1357861635362.94","1399830508940.89","1443745913580.69","1469093201732.39","1503261570451.97","1546457292263.22","1556508816217.14","1572673952924.25","1620386284360.03","1664832887873.71","1696605090551.84","1611126165625.03","1706996679677.69","1778503389905","1805692180594.62","1833284621684.46",
"Central Europe and the Baltics","CEB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","747660630694.048","666373949000.056","633486021088.057","634809513815.909","658224074275.929","695809263574.998","727023630112.022","743274942740.246","762850417054.753","777353509961.515","808028234183.769","832312855924.913","861797007597.29","896241898201.698","948887611974.287","995476479372.667","1061587624321.68","1128879941374.2","1173606899743.37","1131094733751","1148497376302.89","1189856899466.73","1199818734420.41","1207836036504.47","1247235904972","1297147579274.91","1333559229689.47","1401664201692.34","1472646304961.25","1531945519358.06","1481155886225.71","1578113488315.7","1641816629620.64","1654348256920.11","1686828167631.51",
"Switzerland","CHE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","212618998244.818","229859575870.603","240869714664.822","252622227587.493","265900938033.401","271496969295.009","278179751690.499","286680708387.736","296966886752.393","313694770516.217","333700361262.2","347300128063.385","358415499097.342","369346839843.441","374720496122.07","347428948950.033","342552172034.752","350888700310.219","352324128999.052","361102327236.657","377720174386.382","383768743423.934","378743607969.444","381164080265.35","392631236095.27","407054920691.899","414620577535.857","421194295501.075","434999344090.263","453838270540.786","470515127362.452","466206071642.695","466002185701.163","465415100022.001","471324744553.374","473591186765.463","475823127431.019","486583036190.792","501326352837.153","509661911366.651","529837998914.444","538186454855.434","537792409495.674","537618173222.303","552143052490.049","567325325069.244","590436050732.85","613559745174.533","630788402145.885","616296830083.857","636285783946.788","647822334336.491","655461804171.543","667208623614.234","682887235059.834","694118186379.628","708477337740.424","718132464454.115","738674254331.744","747109782755.794","731108655210.761","771755519734.1","795248228754.84","800682383958.149","811109937475.131",
"Channel Islands","CHI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10651282807.3357","10267130199.5668","10382639840.3643","9785257918.11259","9833590352.19415","10072261599.1444","10109968831.1688","10232605187.2248","10417455287.8506","10534364509.544","10700107561.5678","9748142610.59911","10716796179.0641","11289283294.6692","11708680835.5485","",
"Chile","CHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","26275664125.0674","27725978494.5169","28815827040.3647","30454488579.4691","31204014436.8887","31413343021.734","35014387052.3099","36270742031.799","37566955711.0659","39108395437.0641","39771076474.1111","43577595609.5563","43267163670.3658","41087469485.9866","41600890292.2375","36494895964.0875","37810425597.6727","42025983481.558","45399335593.8651","49229142623.601","53252287646.3653","56830116589.3263","50293481314.1023","47811382482.5795","49716049397.1484","51482161643.7612","54265063038.9036","57921900186.3915","62179629420.7548","68620417335.9924","71089876109.5537","76603750426.1864","85414661278.3917","91125130548.8196","95751374590.6832","104613573720.419","112056685779.901","120339623825.598","125370887065.113","125027832953.909","131243743563.397","135383217071.739","139719269577.32","146318553366.968","156084225513.955","165194933117.629","175189211415.667","184243394522.927","191225100461.158","189087132632.604","200151851762.225","212609096429.355","225695909224.96","233163076995.037","237342873662.271","242450355830.884","246700604515.86","250050047209.619","260027117802.785","261676645417.276","245600606668.884","273390120031.28","279278925615.692","280734996501.051","288158504434.814",
